10299,herpes simplex virus (type 1 / strain 17),3702,arabidopsis thaliana,P06492_Q7XYY2,7
10299,herpes simplex virus (type 1 / strain 17),559292,saccharomyces cerevisiae s288c,P04387_P06492,7
10299,herpes simplex virus (type 1 / strain 17),559292,saccharomyces cerevisiae s288c,P06492_Q01939,7
10299,herpes simplex virus (type 1 / strain 17),4932,saccharomyces cerevisiae,P04387_P06492,7
10299,herpes simplex virus (type 1 / strain 17),4932,saccharomyces cerevisiae,P06492_Q01939,7
10299,herpes simplex virus (type 1 / strain 17),9796,equus caballus,P10228_Q9XS82,7
10299,herpes simplex virus (type 1 / strain 17),9823,sus scrofa,Q69091_Q9GL76,7
10298,human alphaherpesvirus 1,10090,mus musculus,G8HBF1_Q04207,11
10298,human alphaherpesvirus 1,10090,mus musculus,G8HBG2_Q6PGF3,11
10298,human alphaherpesvirus 1,10090,mus musculus,A2AGH6_G8HBG2,11
10298,human alphaherpesvirus 1,10090,mus musculus,A0A0R4J0T4_G8HBF1,11
10298,human alphaherpesvirus 1,10090,mus musculus,G8HBG2_Q9CQ39,11
10298,human alphaherpesvirus 1,10090,mus musculus,B1AUW6_G8HBF1,11
10298,human alphaherpesvirus 1,10090,mus musculus,Q9D2Y4_U5TQE9,11
10298,human alphaherpesvirus 1,10090,mus musculus,G8HBF1_Q99K90,11
10298,human alphaherpesvirus 1,10090,mus musculus,G8HBG2_Q8VCD5,11
10298,human alphaherpesvirus 1,10090,mus musculus,G8HBF1_Q543B5,11
10298,human alphaherpesvirus 1,10090,mus musculus,G8HBF1_P70196,11
11198,sendai virus (z),10090,mus musculus,P04862_Q60680,1
132487,measles virus strain schwarz,9913,bos taurus,Q3T0F4_Q77M19,2
132487,measles virus strain schwarz,10090,mus musculus,Q60680_Q77M19,2
1005060,groundnut rosette virus mc1,3702,arabidopsis thaliana,Q67684_Q94AH9,1
10450,orgyia pseudotsugata single capsid nuclopolyhedrovirus,10090,mus musculus,Q65368_Q9JIY5,1
265874,ectromelia virus moscow,9523,plecturocebus moloch,B1MTY0_Q8JL78,1
70698,m28 virus,559292,saccharomyces cerevisiae s288c,P17967_Q7LZU3,2
70698,m28 virus,559292,saccharomyces cerevisiae s288c,P0CG63_Q7LZU3,2
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_P61621,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_P19511,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_Q9Z1E1,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_D4A1D8,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_P04897,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_P10362,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_P15999,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_P07340,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_D4A781,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_O88280,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_P01830,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_Q62940,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_P70705,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_P11507,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_Q63803,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_P11505,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_Q5BJM8,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_O35142,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_O35314,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_P70605,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_Q07647,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_Q9WUD2,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_Q63635,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_Q62991,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_D4A857,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_D3ZPR0,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_D3ZH41,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_F1M4A4,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_P52296,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_P59215,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_D3ZX42,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_P25286,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_P54290,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_D4A0A1,54
10345,suid alphaherpesvirus 1,10116,rattus norvegicus,A0A142I9X8_Q9EQG6,54
